Game result,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
6th (50),5:58,10,-4,1,3,3,37,0,0,3,1,3,15,9,9,no,9,1,5,1,3,3,1,2
7th (48),4:55,5,-3,6,8,14,0,8,10,2,0,1,22,21,6,yes,1,3,0,2,4,4,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),2:46,7,-2,8,20,0,0,10,23,4,0,0,6,4,3,no,8,0,0,3,2,4,2,3
2nd (57),5:33,10,-2,2,3,11,31,2,0,2,2,4,7,4,4,no,14,2,7,0,2,2,2,1
3rd (53),6:45,5,-2,0,5,29,0,0,16,3,0,1,11,4,6,no,10,6,0,1,3,3,2,0
4th (46),3:34,17,0,9,7,11,0,2,0,2,1,1,8,16,12,no,11,2,0,0,5,4,4,0
4th (46),3:52,8,-4,9,10,0,10,0,13,3,0,0,4,17,7,no,12,0,3,2,3,1,4,2
6th (45),5:35,3,-3,3,7,15,16,4,0,3,0,1,16,6,3,no,13,3,3,1,2,4,2,0
7th (38),3:49,5,-4,5,3,14,0,4,11,2,1,0,5,6,6,no,9,2,0,2,2,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),3:41,9,-1,10,10,15,0,7,13,3,0,0,10,26,5,yes,7,3,0,1,3,4,4,1
2nd (58),4:17,14,0,2,3,0,26,6,7,1,0,3,28,13,6,yes,2,0,5,2,3,3,1,3
3rd (57),4:44,9,-3,4,10,24,13,0,0,3,1,4,11,10,4,yes,5,4,4,0,2,2,1,1
4th (56),3:18,12,-2,4,10,4,0,5,23,3,0,3,6,8,8,yes,4,1,0,3,3,5,2,1
5th (53),3:30,0,-6,1,10,10,38,0,0,3,2,5,10,7,0,yes,6,2,8,0,0,0,3,0
6th (52),5:53,15,-1,3,5,30,0,0,0,2,0,1,6,15,10,no,10,6,0,0,5,2,3,0
7th (50),3:23,0,-6,3,15,19,0,3,16,3,1,1,14,6,2,yes,1,4,0,2,1,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (71),4:17,18,0,6,10,19,0,8,10,3,0,2,18,2,6,no,12,4,0,1,3,5,2,0
2nd (56),3:33,13,0,2,3,30,0,4,4,1,0,4,10,8,5,no,11,6,0,1,3,4,2,1
3rd (55),4:26,14,-1,6,5,12,0,4,15,2,0,1,6,17,9,no,10,2,0,2,4,3,4,1
4th (54),4:16,0,-6,4,3,5,48,0,0,3,0,3,1,14,0,no,14,1,8,1,0,3,4,1
5th (52),3:33,12,-1,0,7,26,0,0,8,3,0,0,8,5,8,no,13,5,0,1,4,1,3,1
6th (50),4:06,0,-6,5,3,5,38,5,0,3,2,5,13,5,0,no,9,2,7,0,0,5,0,1
7th (35),4:15,0,-5,9,15,11,2,3,0,3,1,1,8,13,5,yes,1,3,2,0,2,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),3:27,18,0,10,7,5,0,11,11,2,1,0,4,14,6,no,11,1,0,1,3,2,5,3
2nd (61),3:26,12,-1,5,10,15,0,6,14,3,0,2,10,13,3,yes,3,3,0,2,2,4,3,1
3rd (60),3:08,16,0,7,7,18,0,3,9,3,2,0,2,8,6,no,13,3,0,1,3,1,4,1
4th (60),4:10,0,-5,4,5,0,50,0,6,2,0,6,10,2,0,no,12,0,10,1,0,3,1,1
5th (58),4:33,14,-1,6,3,22,1,6,7,2,0,3,11,10,7,no,9,4,1,1,3,6,1,2
6th (53),5:29,0,-6,4,3,17,31,4,0,2,1,2,10,6,0,no,14,4,6,1,0,3,1,2
7th (52),4:35,0,-5,2,20,21,0,5,9,4,1,2,8,2,0,no,8,5,0,1,0,5,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),4:00,17,0,9,10,4,4,3,17,3,0,1,4,10,6,no,12,1,2,2,3,3,3,1
2nd (58),3:44,0,-5,1,3,11,48,0,0,3,1,5,10,10,0,no,14,3,8,1,0,2,2,1
3rd (57),3:07,8,-3,6,7,18,4,7,10,3,0,3,8,6,5,no,13,4,2,1,2,4,2,0
4th (54),3:26,10,-1,5,7,21,0,7,5,2,0,1,8,10,6,no,11,4,0,1,3,2,5,1
5th (49),4:51,14,-1,3,5,13,0,0,15,3,0,1,10,8,11,no,10,3,0,1,5,2,3,1
6th (43),3:44,1,-4,5,3,30,4,4,0,1,1,3,12,4,1,no,9,6,2,0,1,4,1,2
7th (36),4:27,8,-4,3,8,14,1,0,6,2,0,2,6,10,10,no,8,2,1,1,4,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),4:16,0,-3,0,3,4,64,0,0,2,1,6,10,8,0,no,14,1,10,1,0,0,3,1
2nd (61),4:33,18,0,8,3,8,10,14,0,3,2,2,16,8,6,no,9,2,2,0,3,5,1,3
3rd (57),4:13,13,-2,7,10,25,0,4,0,3,1,1,16,17,8,no,12,5,0,0,3,1,3,2
4th (56),4:58,0,-5,16,10,13,0,12,10,3,0,1,8,24,3,yes,3,3,0,1,1,6,3,1
5th (55),4:11,0,-3,5,13,13,0,4,23,3,0,1,4,10,0,no,8,2,0,3,0,4,4,2
6th (54),5:33,17,-1,2,7,13,0,0,16,2,1,2,15,2,10,no,11,3,0,2,4,4,2,0
7th (43),4:09,5,-3,4,7,14,0,3,13,3,1,0,9,9,4,no,13,3,0,2,3,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),4:07,17,0,2,3,16,0,7,15,1,0,4,9,4,8,no,11,4,0,2,4,5,2,0
2nd (56),4:33,8,-1,8,7,17,0,0,17,3,0,0,2,14,7,no,13,3,0,2,3,3,4,0
3rd (54),4:24,9,-3,5,5,8,0,6,24,3,0,1,9,10,6,no,10,2,0,3,3,2,2,3
4th (48),4:10,8,0,3,3,9,17,8,0,3,0,4,14,6,7,no,14,2,5,0,3,5,2,1
5th (48),3:57,6,-4,2,20,15,9,0,0,4,0,4,7,15,4,no,8,3,3,0,2,2,3,1
6th (46),4:10,3,-4,6,3,16,13,3,6,3,1,2,12,13,2,no,9,3,3,1,1,3,4,1
7th (39),4:07,1,-4,7,10,0,25,0,0,3,1,3,12,3,5,no,12,0,4,1,3,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),4:10,11,-1,1,3,4,48,3,0,3,1,7,12,2,4,no,14,1,9,0,2,4,0,1
2nd (67),3:43,0,-5,3,3,11,55,0,0,2,1,5,16,22,0,yes,2,2,9,0,0,2,1,1
3rd (58),4:09,11,-1,6,10,14,0,3,15,3,0,1,4,8,8,yes,3,3,0,2,4,4,2,0
4th (56),2:44,13,-1,8,10,20,0,3,3,3,0,0,14,16,8,no,12,4,0,1,3,2,4,1
5th (50),3:57,9,-2,5,0,22,0,4,12,0,1,1,12,8,4,no,11,5,0,2,2,4,2,2
6th (47),3:48,14,-1,1,8,3,0,5,17,2,0,2,8,6,9,no,8,1,0,2,4,2,5,2
7th (41),4:06,0,-5,6,7,26,0,7,0,3,1,2,4,8,3,no,13,5,0,0,1,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),2:44,11,-1,4,3,6,26,7,6,3,2,2,20,10,2,no,9,1,5,1,1,4,1,2
2nd (60),4:20,18,0,3,5,11,0,7,16,3,0,2,17,8,9,no,10,2,0,1,5,4,1,2
3rd (56),4:08,0,-5,3,3,11,38,0,6,2,0,4,6,16,0,no,14,2,7,2,0,3,4,0
4th (51),2:38,4,-4,3,13,16,0,2,17,3,0,0,19,11,3,no,8,3,0,2,2,5,2,1
5th (48),3:09,10,-3,7,10,19,5,0,0,3,0,4,11,19,6,no,12,5,3,0,2,1,2,2
6th (47),2:33,14,-1,7,7,17,0,3,0,3,2,0,13,4,7,no,13,3,0,0,3,4,2,1
7th (45),3:20,3,-4,12,0,25,0,9,0,0,2,2,6,24,3,no,11,5,0,0,2,5,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),3:42,12,-1,4,7,21,0,0,22,3,0,0,6,11,5,no,13,4,0,3,3,3,1,1
2nd (63),3:56,14,-1,5,3,15,13,5,9,3,0,2,16,12,6,no,9,3,3,1,3,4,3,1
3rd (47),3:51,0,-4,2,3,15,31,0,0,3,1,2,6,9,5,no,14,2,6,1,2,0,4,2
4th (46),3:18,18,0,5,5,11,0,0,7,2,2,1,9,12,12,no,12,3,0,1,6,1,3,0
5th (45),3:59,0,-6,2,15,16,10,8,0,3,0,2,13,7,0,yes,1,4,3,0,0,5,3,0
6th (40),4:09,5,-2,5,5,27,0,0,0,2,1,2,3,6,8,no,10,5,0,0,3,3,2,2
7th (28),3:26,4,-3,1,10,0,16,0,0,3,1,2,8,4,8,yes,4,0,4,0,3,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),5:13,0,-6,0,0,14,50,0,0,0,1,9,5,1,0,yes,7,4,10,0,0,2,0,1
2nd (54),5:29,11,-1,6,5,17,0,0,16,3,1,1,9,12,8,no,10,3,0,1,4,4,2,0
3rd (51),4:44,13,-1,2,10,0,18,0,9,3,1,3,11,8,6,yes,2,0,4,1,4,3,2,0
4th (50),6:14,13,0,5,10,11,0,8,3,3,0,3,7,10,8,yes,4,3,0,1,3,5,3,0
5th (50),4:20,14,-1,3,7,17,0,0,10,3,0,1,10,8,9,no,13,3,0,1,4,2,4,1
6th (47),4:12,0,-5,9,10,19,0,3,11,3,1,0,6,13,1,yes,5,3,0,2,1,2,3,3
7th (47),4:14,5,-4,1,15,27,0,3,0,3,0,2,12,8,8,yes,1,6,0,0,3,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (70),6:41,16,-1,4,3,13,26,0,9,3,0,2,8,19,6,no,14,2,6,1,3,0,4,2
2nd (62),5:05,5,-3,8,3,20,0,10,19,2,1,2,10,8,3,no,9,5,0,2,1,6,2,2
3rd (55),4:33,7,-2,1,20,19,0,4,6,4,0,1,18,12,5,no,8,4,0,1,3,2,4,0
4th (53),5:54,13,-3,6,10,0,9,0,18,3,0,2,13,18,10,no,12,0,3,3,4,2,2,1
5th (50),3:54,2,-3,3,5,31,0,3,9,3,0,1,16,8,5,no,10,6,0,1,3,3,2,0
6th (50),6:40,3,-4,2,7,4,38,0,0,2,0,4,12,4,2,no,11,1,7,1,0,4,2,1
7th (43),5:09,10,-2,7,7,5,13,3,0,3,2,3,6,14,9,no,13,2,4,0,4,1,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),5:52,11,-2,1,20,18,0,0,17,4,0,1,18,18,4,no,8,4,0,2,2,1,4,1
2nd (60),6:06,17,0,7,7,22,0,7,0,2,0,2,3,10,8,no,11,5,0,0,3,5,3,0
3rd (60),7:25,8,-2,3,7,5,31,0,8,3,0,4,14,16,5,no,13,1,7,1,2,2,1,1
4th (57),3:26,8,-3,1,10,2,25,0,14,3,0,3,18,10,5,no,12,1,6,2,2,0,2,2
5th (50),5:16,12,-2,5,3,25,2,5,0,1,0,3,10,20,7,yes,2,4,2,0,3,5,3,0
6th (48),6:22,1,-4,11,5,12,1,10,12,3,2,0,14,16,1,no,10,2,1,1,1,4,1,3
7th (44),7:22,0,-4,0,3,5,31,3,6,3,1,0,22,9,2,no,14,1,6,2,1,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),6:18,11,-2,4,3,12,25,4,0,2,2,5,14,7,7,no,14,2,6,0,3,4,1,0
2nd (52),4:19,0,-6,6,5,8,26,0,13,3,0,2,6,8,0,no,10,1,5,2,0,3,1,3
3rd (52),5:57,9,0,4,7,13,0,6,13,2,0,0,9,8,8,no,11,2,0,2,3,3,3,3
4th (52),6:27,9,0,1,10,10,13,0,9,3,1,3,11,11,8,yes,2,2,3,1,4,2,2,0
5th (51),5:18,18,0,9,7,3,0,4,10,3,2,1,6,10,7,no,13,1,0,1,4,3,4,0
6th (46),6:31,3,-5,10,20,11,0,7,0,4,2,2,8,13,2,no,8,2,0,0,1,5,3,1
7th (36),7:14,3,-4,3,0,27,0,0,7,0,2,2,9,6,6,no,12,5,0,1,3,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),4:18,18,0,6,10,11,0,9,8,3,1,1,8,6,4,yes,4,2,0,1,2,4,5,0
2nd (56),6:17,0,-5,8,10,31,0,3,9,3,2,2,6,13,0,yes,5,6,0,1,0,3,3,0
3rd (56),6:45,16,-1,4,10,16,0,3,8,3,1,0,9,6,8,yes,7,3,0,1,4,4,3,0
4th (48),4:15,0,-6,2,7,0,43,2,0,3,1,3,6,6,0,no,13,0,8,1,0,2,2,1
5th (47),4:47,18,0,5,10,11,0,3,0,3,2,2,8,6,8,yes,3,3,0,0,4,2,2,2
6th (47),5:14,7,-3,4,3,8,13,4,11,3,0,1,5,13,7,no,9,1,3,2,3,3,3,2
7th (47),4:59,3,-5,2,15,32,0,0,0,3,3,3,15,7,2,yes,1,7,0,0,1,2,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (85),4:44,8,-2,4,3,0,64,8,0,3,0,9,10,0,1,no,9,0,10,0,1,5,1,0
2nd (62),3:50,18,0,2,7,24,0,0,11,3,0,1,3,8,11,no,13,5,0,1,5,2,2,0
3rd (52),4:57,5,-5,8,5,24,13,2,0,2,0,5,4,15,3,no,12,6,4,0,1,1,3,1
4th (51),6:01,10,-1,6,5,11,0,5,15,3,0,1,10,9,6,no,10,2,0,1,4,5,2,1
5th (50),7:46,5,-5,2,3,33,0,0,12,3,0,2,0,6,3,no,14,7,0,2,1,1,6,1
6th (49),7:22,14,-1,4,7,13,0,5,7,2,0,3,14,9,13,no,11,3,0,1,5,5,2,0
7th (36),7:47,0,-6,3,20,5,0,7,7,4,1,1,16,10,8,no,8,1,0,1,3,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (72),3:15,18,0,1,3,27,0,3,20,1,0,3,11,8,4,no,11,6,0,3,2,3,3,0
2nd (63),4:35,8,-3,7,20,14,0,8,9,4,1,3,6,16,2,no,8,3,0,1,1,4,4,0
3rd (62),3:02,0,-5,2,0,10,55,0,0,2,0,5,8,7,0,no,13,2,9,1,0,2,1,1
4th (59),5:51,15,-1,3,10,14,0,4,14,3,0,2,14,8,9,no,12,3,0,2,4,2,4,0
5th (57),3:24,18,0,12,5,15,0,3,4,3,1,2,7,20,8,no,10,3,0,0,4,5,2,0
6th (57),4:13,0,-6,6,3,15,18,6,15,3,2,1,16,10,0,no,9,2,4,2,0,4,1,3
7th (40),3:33,3,-5,0,2,8,31,1,0,1,1,5,14,7,7,no,14,2,7,0,3,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),3:53,13,-1,9,7,32,0,5,0,3,0,2,3,18,7,no,13,6,0,0,3,4,2,0
2nd (64),3:47,0,-5,0,3,11,55,0,0,3,2,5,16,4,0,no,14,2,10,0,0,1,1,2
3rd (63),3:27,18,0,8,3,6,16,3,9,3,2,3,8,19,6,no,9,1,2,2,3,2,3,2
4th (62),3:50,11,-1,8,7,4,0,9,24,2,0,2,6,15,6,no,11,1,0,3,2,4,5,1
5th (61),3:16,18,0,3,2,0,36,2,0,1,2,4,16,7,4,no,12,0,8,0,3,2,1,1
6th (52),5:29,0,-5,3,5,25,0,9,15,3,0,3,21,4,0,no,10,5,0,2,0,6,1,1
7th (50),5:14,0,-6,2,20,28,0,0,6,4,0,1,17,20,0,no,8,6,0,1,0,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),5:13,0,-5,4,2,11,48,0,0,1,3,6,10,12,2,no,14,3,9,0,1,0,1,1
2nd (57),4:42,16,0,8,10,7,1,9,6,3,1,3,19,6,7,no,12,1,1,1,3,6,2,0
3rd (57),3:39,8,-2,5,5,13,0,8,20,3,1,1,22,2,2,no,10,3,0,2,2,5,0,2
4th (57),3:34,12,-1,4,7,26,0,0,9,2,1,2,12,8,8,no,11,5,0,1,3,3,2,1
5th (54),4:33,5,-4,8,10,6,16,5,8,3,0,3,2,23,3,yes,2,1,3,1,1,2,5,2
6th (52),5:27,13,-1,7,7,14,0,6,6,3,0,2,3,11,9,no,13,3,0,1,4,4,3,0
7th (43),5:33,5,-4,3,3,30,0,0,6,1,1,3,7,13,4,no,8,7,0,1,2,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),4:24,18,0,2,5,21,0,3,17,3,1,3,2,0,4,no,10,5,0,1,3,1,3,1
2nd (55),4:15,12,-1,10,7,9,0,10,8,2,1,2,14,13,7,no,11,2,0,1,3,6,2,1
3rd (54),3:42,0,-6,3,20,24,0,6,7,4,1,0,2,3,0,no,8,4,0,1,0,2,3,3
4th (51),2:44,17,0,4,7,10,13,0,0,3,2,2,2,4,6,no,13,2,4,0,3,2,2,0
5th (49),4:34,0,-6,4,10,22,0,4,15,3,0,1,10,11,0,yes,7,5,0,2,0,4,4,1
6th (49),3:58,0,-4,1,5,0,47,0,0,2,1,5,8,0,1,no,12,0,8,1,1,2,3,0
7th (45),2:10,13,-1,4,3,13,13,0,0,1,1,6,3,10,9,yes,2,3,4,0,4,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (55),4:01,18,0,2,10,12,4,0,9,3,0,0,2,8,7,yes,2,3,1,1,4,2,4,0
2nd (54),3:34,11,-1,2,3,18,13,0,8,2,0,2,15,12,8,no,14,3,4,1,4,2,2,2
3rd (53),2:38,4,-3,2,7,24,0,6,13,2,0,1,16,6,3,no,11,5,0,2,1,3,4,1
4th (51),3:53,14,-1,9,5,14,0,4,6,2,0,2,2,14,9,no,10,3,0,1,4,4,3,1
5th (47),3:18,4,-4,4,10,7,26,0,0,3,1,4,10,1,3,no,12,2,5,1,2,1,2,1
6th (46),3:12,5,-5,6,7,28,0,5,0,3,0,2,4,8,5,no,13,5,0,0,2,5,2,1
7th (33),3:10,5,-5,3,20,5,1,4,0,4,0,1,6,6,8,no,8,1,1,0,3,4,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),2:06,0,-4,6,20,28,0,4,8,4,0,1,8,12,0,no,8,6,0,1,0,4,3,0
2nd (53),6:22,5,-3,1,3,18,26,3,0,2,0,4,7,5,4,no,14,4,6,0,2,3,2,1
3rd (50),2:40,10,-2,11,10,3,0,3,15,3,0,1,8,11,6,no,12,1,0,2,2,6,3,1
4th (49),3:06,17,-1,7,3,14,1,0,8,2,2,0,9,10,6,yes,3,2,1,1,3,3,1,3
5th (49),2:37,12,-2,2,7,15,4,4,7,3,0,1,21,14,8,no,13,2,2,1,4,4,2,0
6th (45),2:45,2,-4,4,10,17,4,5,7,3,0,0,16,19,2,yes,2,3,1,1,2,2,5,1
7th (36),2:53,13,-3,3,0,16,0,0,7,0,3,3,8,6,10,no,11,5,0,1,4,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),3:48,18,0,3,7,19,0,3,19,3,0,1,8,12,4,no,13,4,0,2,3,2,3,1
2nd (62),5:45,5,-4,3,3,17,38,0,0,3,0,3,9,9,3,no,14,3,8,0,1,3,2,1
3rd (53),5:07,3,-4,4,10,2,31,0,7,3,0,3,11,12,2,no,12,1,7,1,1,1,3,1
4th (53),4:52,9,-2,2,3,0,31,5,5,2,0,2,20,6,3,yes,2,0,5,2,2,5,1,1
5th (50),2:12,11,-1,7,15,15,0,3,0,3,0,1,6,17,10,yes,1,3,0,0,5,2,3,2
6th (49),5:41,0,-6,11,5,15,0,7,17,3,1,0,10,16,0,no,10,3,0,2,0,5,2,2
7th (46),3:35,14,-1,2,3,24,0,4,0,1,2,3,12,4,11,no,11,5,0,0,4,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),3:56,12,-1,5,10,13,10,3,7,3,0,1,16,8,5,no,12,2,3,1,3,4,1,1
2nd (54),6:20,4,-2,3,15,16,0,0,18,3,0,0,22,17,3,yes,1,3,0,3,2,3,2,2
3rd (53),5:38,5,-4,5,3,13,31,0,0,3,0,2,7,18,3,no,14,3,6,1,1,2,3,2
4th (51),7:26,13,-1,2,7,21,0,3,6,3,1,2,12,4,9,no,13,4,0,1,5,1,3,0
5th (47),6:04,4,-4,3,3,7,31,3,0,3,2,2,8,8,1,no,9,2,6,0,1,2,3,1
6th (42),3:27,14,-2,7,7,10,0,0,6,2,1,1,4,10,14,no,11,2,0,1,5,2,3,2
7th (35),6:03,5,-5,3,5,15,0,0,12,3,0,1,4,8,10,no,10,4,0,1,4,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),3:24,8,-3,6,15,9,0,10,13,3,0,2,11,3,4,yes,1,2,0,2,2,7,1,1
2nd (55),3:16,17,-1,3,7,20,0,0,9,3,1,3,6,14,8,no,13,4,0,1,4,0,5,0
3rd (51),4:09,10,-2,3,3,13,16,0,8,1,0,5,5,4,9,no,11,3,4,1,4,4,1,0
4th (49),4:34,5,-5,6,5,9,25,0,4,3,0,1,5,11,3,no,10,2,5,1,1,2,1,3
5th (47),5:38,0,-5,4,10,2,21,5,10,3,0,6,5,5,3,yes,7,1,6,1,1,4,2,1
6th (47),4:43,5,-3,0,3,32,10,0,0,3,3,1,18,7,2,no,9,6,2,0,2,0,2,2
7th (46),2:48,17,-1,3,0,12,0,5,10,0,0,3,2,8,12,yes,5,3,0,1,5,3,5,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (79),3:48,0,-4,0,3,0,76,4,0,3,1,6,17,0,0,no,14,0,11,1,0,4,0,1
2nd (66),4:21,8,-3,0,3,4,48,0,6,3,0,7,12,12,5,no,9,1,8,1,2,0,2,2
3rd (54),4:30,1,-5,5,7,31,0,3,12,3,0,2,4,8,1,no,13,7,0,2,1,4,1,0
4th (54),3:30,12,-1,0,5,18,0,3,17,3,0,1,8,2,9,no,10,3,0,1,5,2,4,0
5th (52),4:25,16,0,9,0,15,0,4,8,0,1,1,10,16,7,no,11,3,0,1,3,3,5,2
6th (52),3:48,8,-2,5,13,19,0,3,6,3,0,3,3,16,7,no,8,3,0,1,3,5,3,0
7th (46),5:32,11,-1,5,2,12,0,3,14,1,0,3,9,9,10,no,12,3,0,2,5,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),3:12,17,0,5,3,5,31,0,0,2,0,4,7,8,8,no,14,1,7,0,4,3,2,1
2nd (61),3:55,5,-3,3,3,16,9,5,23,3,0,4,14,4,3,no,9,4,2,2,1,5,2,1
3rd (58),3:27,16,0,7,20,5,0,10,0,4,0,2,10,7,10,no,8,2,0,0,5,6,1,0
4th (57),2:58,0,-4,7,10,8,36,0,0,3,0,4,14,14,0,no,12,1,8,0,0,1,3,2
5th (54),2:33,9,-2,4,0,27,2,3,11,0,1,3,9,17,4,no,10,6,2,2,2,2,3,0
6th (45),2:24,8,-2,5,7,16,0,3,8,3,0,0,10,11,9,no,13,3,0,1,4,4,2,1
7th (41),4:00,0,-4,3,7,35,0,0,0,2,0,1,8,11,6,no,11,7,0,0,2,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (70),2:11,17,0,2,5,10,0,0,36,3,0,1,6,12,8,no,10,2,0,3,4,2,3,1
2nd (69),3:08,18,0,4,7,40,0,0,0,2,0,1,15,11,6,no,11,8,0,0,2,2,2,2
3rd (62),2:56,16,-2,2,3,0,43,0,0,2,2,6,10,5,7,no,14,0,9,0,3,2,2,0
4th (61),2:55,10,-2,7,7,20,0,8,11,3,0,1,0,8,3,no,13,4,0,2,2,2,5,0
5th (55),5:06,0,-6,4,10,17,9,3,18,3,0,4,12,1,0,no,12,5,3,2,0,3,2,0
6th (50),2:37,1,-4,4,3,3,31,5,7,3,1,4,13,9,1,no,9,1,6,1,1,5,0,2
7th (46),2:19,0,-6,8,20,7,1,9,7,4,0,2,5,15,0,no,8,1,1,1,0,5,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),2:15,11,-1,6,7,26,0,2,12,2,1,0,12,2,5,no,11,4,0,1,2,4,4,0
2nd (59),2:17,17,0,10,7,12,0,6,7,3,0,0,0,9,8,no,13,2,0,1,4,5,3,0
3rd (55),2:39,7,-2,8,10,5,0,0,27,3,1,0,24,22,3,no,12,1,0,4,2,3,4,0
4th (52),3:22,5,-3,7,3,0,25,8,7,3,2,2,6,12,4,no,9,0,5,1,2,2,2,3
5th (50),3:00,10,-3,1,20,14,4,4,0,4,0,3,22,16,6,no,8,5,2,0,2,1,4,0
6th (46),3:09,5,-3,5,5,21,0,6,7,2,1,1,3,10,7,no,10,4,0,1,3,2,2,3
7th (39),3:53,3,-4,0,3,21,16,0,0,3,1,5,8,4,2,no,14,6,5,0,1,4,0,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),2:45,13,-1,1,10,2,31,0,8,3,2,4,16,12,3,yes,7,1,7,1,2,0,1,2
2nd (54),3:09,9,-3,4,7,16,0,3,18,3,0,1,6,11,7,no,13,3,0,3,4,2,3,0
3rd (52),2:57,2,-3,6,10,22,0,0,15,3,0,0,12,6,2,yes,5,4,0,2,2,3,3,1
4th (47),2:48,0,-4,1,3,6,38,3,0,3,2,6,14,4,0,no,9,1,7,0,0,4,2,0
5th (46),2:31,10,-3,7,7,25,0,0,0,2,1,1,8,16,8,no,11,5,0,0,2,1,4,3
6th (46),2:49,5,-2,3,8,20,0,0,12,2,1,2,3,10,3,yes,1,4,0,2,1,3,4,1
7th (44),4:27,16,-1,4,5,0,9,6,5,3,0,3,9,9,11,no,10,0,2,1,5,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (71),3:05,8,-4,2,3,0,62,0,0,3,1,6,14,10,5,no,14,0,11,0,2,1,2,1
2nd (68),4:08,18,0,6,7,15,0,6,16,3,0,1,6,10,9,no,13,3,0,1,5,3,3,0
3rd (58),7:15,17,-1,5,5,11,0,8,13,3,0,1,20,10,10,no,10,2,0,1,5,5,2,0
4th (56),2:16,3,-5,12,10,0,2,9,25,3,0,0,6,21,2,no,12,0,2,3,1,2,5,2
5th (55),3:02,1,-5,1,20,34,0,4,0,4,0,2,16,4,1,no,8,7,0,0,1,4,2,0
6th (51),4:25,6,-4,5,3,9,25,7,0,3,0,5,10,8,4,no,9,3,5,0,2,5,1,1
7th (50),3:05,10,-2,4,3,29,0,0,6,1,0,2,6,15,7,no,11,5,0,1,3,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),4:00,16,0,5,2,0,33,0,0,1,1,6,8,10,8,no,14,0,8,0,4,1,2,2
2nd (56),3:52,9,-1,2,7,28,0,0,11,2,0,3,12,11,8,no,11,6,0,2,3,2,2,1
3rd (53),3:37,0,-2,0,7,0,48,0,0,3,3,4,20,6,1,no,13,0,8,1,1,1,1,0
4th (51),2:12,8,-3,1,2,16,9,0,18,1,0,4,13,8,7,no,12,3,3,2,3,3,3,0
5th (45),2:41,0,-2,11,8,16,0,5,7,2,0,2,2,23,1,no,8,3,0,1,1,5,5,1
6th (44),3:20,13,-1,3,3,4,10,5,7,3,1,2,13,7,9,no,9,1,2,1,4,5,1,2
7th (43),2:08,1,-4,6,5,22,0,9,4,3,0,0,5,8,6,no,10,4,0,0,3,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),2:29,16,0,6,7,14,0,5,21,2,0,3,4,10,7,no,11,3,0,3,2,5,3,0
2nd (64),3:54,0,-1,1,3,13,48,0,0,3,2,5,12,8,3,no,14,2,9,0,2,1,2,0
3rd (53),2:57,11,-1,5,10,12,0,0,16,3,0,3,16,12,9,no,12,3,0,2,4,1,3,2
4th (48),4:08,0,-2,4,8,8,25,5,0,2,0,4,10,8,3,no,8,1,6,0,2,3,2,2
