Game result,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
3rd (52),4:01,12,0,5,7,24,0,4,0,2,0,2,15,11,10,no,11,4,0,0,4,4,3,1
4th (51),4:00,4,-3,10,10,17,13,0,0,3,0,2,10,23,1,no,12,3,4,0,1,2,4,1
5th (48),4:14,3,-4,3,20,24,0,2,0,4,0,0,6,8,2,no,8,5,0,0,1,4,3,1
6th (34),3:08,0,-5,7,2,3,26,1,0,1,5,5,10,6,0,no,14,1,7,0,0,3,1,1
7th (30),3:54,8,-2,0,7,6,2,0,9,3,0,1,15,8,10,no,13,2,2,2,4,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),3:32,11,-1,9,5,13,10,8,10,2,0,3,11,14,2,no,10,2,3,1,1,6,2,1
2nd (59),3:00,17,0,5,3,18,0,3,13,1,0,2,3,12,8,no,11,3,0,2,4,3,3,2
3rd (58),2:21,0,-4,3,10,13,36,0,0,3,0,4,12,9,0,no,12,3,8,0,0,2,2,0
4th (51),2:18,1,-4,5,15,19,0,7,8,3,0,0,12,9,2,yes,1,4,0,1,2,4,2,2
5th (49),3:22,16,-1,4,3,18,4,5,0,3,0,4,12,10,9,no,9,4,1,0,4,5,2,1
6th (43),3:30,10,-1,1,3,7,10,0,13,3,1,0,10,12,7,no,14,2,2,3,3,0,6,1
7th (35),4:03,0,-4,0,7,19,13,0,0,3,2,2,8,2,3,no,13,5,4,0,1,0,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (71),3:34,0,-4,5,3,0,55,6,6,2,0,5,10,15,2,no,9,0,9,2,1,2,2,3
2nd (59),3:13,13,-1,4,5,15,0,0,23,3,0,0,7,18,7,no,10,3,0,2,4,1,4,1
3rd (55),2:52,16,0,5,7,21,0,6,0,2,2,5,8,1,8,no,11,4,0,0,3,6,1,0
4th (55),5:49,14,-2,0,3,15,16,0,9,3,0,5,22,2,9,no,14,4,4,1,4,4,1,0
5th (53),2:36,9,-2,8,8,25,0,5,0,2,1,2,11,14,3,no,8,5,0,0,2,4,3,1
6th (51),3:41,5,-3,5,10,6,5,4,19,3,0,1,6,6,5,no,12,1,3,2,2,2,3,2
7th (43),2:35,0,-5,5,7,15,0,8,13,3,0,1,3,11,1,no,13,3,0,2,1,5,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),4:37,13,-1,6,10,12,0,4,23,3,1,1,20,20,4,no,12,3,0,3,3,1,4,0
2nd (59),4:38,0,-5,7,20,23,10,4,0,4,0,0,8,17,0,no,8,5,2,1,0,3,3,0
3rd (59),4:11,13,-2,3,3,0,13,4,25,3,1,1,19,16,6,no,14,0,4,3,3,3,2,2
4th (52),2:47,14,-1,7,7,22,0,3,0,3,1,1,10,13,11,no,13,4,0,0,5,3,2,0
5th (52),3:51,0,-6,6,3,0,38,3,8,3,2,3,18,18,0,no,9,0,7,1,0,3,3,1
6th (46),4:20,3,-2,4,7,29,0,5,0,2,0,4,10,8,10,no,11,6,0,0,4,5,1,0
7th (43),3:15,12,0,4,5,12,0,6,4,2,0,1,12,5,10,no,10,2,0,1,5,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),3:13,17,0,8,7,14,0,6,9,2,1,0,14,19,8,no,11,3,0,1,3,2,4,2
2nd (61),3:37,17,0,5,5,2,10,6,16,3,0,1,8,18,8,no,10,1,3,1,4,1,2,3
3rd (61),2:14,16,-2,5,7,24,0,3,8,3,0,2,6,8,7,no,13,5,0,1,3,3,2,1
4th (56),3:09,1,-4,3,2,16,26,4,8,1,0,3,9,7,1,no,14,3,6,1,1,4,3,0
5th (53),2:38,8,-2,6,10,8,9,0,14,3,1,0,18,10,3,no,12,1,3,2,2,3,2,1
6th (40),2:58,1,-4,4,3,22,2,7,5,1,0,4,8,8,1,no,9,5,2,1,1,5,2,1
7th (38),2:32,0,-6,9,8,15,0,5,7,2,0,1,16,9,5,no,8,3,0,1,2,6,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),4:31,0,-6,6,3,4,26,9,22,3,0,3,17,12,0,no,9,1,5,3,0,4,1,3
2nd (63),2:42,18,0,6,13,19,0,7,0,3,0,0,7,10,6,no,8,4,0,0,3,4,4,0
3rd (56),2:18,18,0,6,3,13,0,4,12,1,1,0,16,12,9,no,11,2,0,2,4,4,3,1
4th (52),4:38,12,-1,4,7,21,2,0,7,3,0,1,2,12,8,no,13,4,2,1,4,1,2,1
5th (48),5:13,10,-1,3,3,24,0,9,0,3,0,3,8,4,8,no,14,5,0,0,4,5,4,0
6th (46),2:29,0,-6,1,0,13,38,0,0,0,2,3,6,3,0,no,12,3,7,1,0,1,2,2
7th (42),3:18,0,-6,7,5,18,0,3,15,3,0,2,7,10,6,no,10,5,0,1,2,5,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),2:41,0,-4,2,0,5,62,0,0,0,3,7,12,7,1,no,14,1,11,0,1,1,1,0
2nd (59),3:36,11,-2,9,13,19,0,0,9,3,2,2,4,18,2,no,8,5,0,1,1,2,4,0
3rd (50),3:52,0,-5,5,10,24,4,4,8,3,1,3,14,4,0,no,12,4,2,1,0,4,2,1
4th (45),2:10,12,0,2,7,12,0,0,12,3,0,1,2,8,13,no,13,3,0,2,6,1,3,0
5th (41),2:51,11,-1,1,3,3,18,6,0,3,1,1,14,8,7,no,9,1,4,0,3,4,2,2
6th (32),3:23,10,-1,2,10,11,0,0,0,3,3,0,11,7,13,yes,3,2,0,0,6,2,2,0
7th (24),3:13,3,-2,6,7,10,0,0,0,2,2,1,7,12,13,no,11,2,0,0,5,1,5,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),2:38,11,-2,8,7,19,0,6,13,3,0,1,0,13,7,no,13,4,0,2,3,3,3,0
2nd (52),4:04,4,-3,7,20,13,0,4,7,4,0,1,13,22,6,no,8,2,0,1,3,3,4,1
3rd (50),5:12,0,-5,7,3,15,26,4,0,3,2,3,10,16,1,no,14,3,6,0,1,2,2,2
4th (50),3:58,14,-1,1,3,10,16,0,7,3,1,6,11,6,9,no,9,2,3,1,4,3,2,1
5th (49),4:36,11,-1,3,7,8,21,0,0,2,0,2,10,12,6,no,11,2,5,1,2,1,3,2
6th (48),6:35,15,-1,1,10,20,1,2,0,3,0,1,22,10,8,yes,3,5,1,0,4,3,2,0
7th (47),3:06,0,-4,10,10,15,0,11,5,3,1,2,13,0,0,no,12,3,0,1,0,8,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),4:33,13,-1,4,3,22,9,3,9,1,0,5,6,12,9,no,11,5,3,1,3,3,2,0
2nd (59),2:55,18,0,1,10,20,0,0,10,3,2,1,19,5,7,no,12,4,0,1,4,1,3,0
3rd (55),4:32,4,-4,1,0,0,48,0,6,0,0,3,13,12,1,no,9,0,8,2,1,2,3,2
4th (55),4:10,0,-5,0,3,23,26,0,8,2,0,2,12,2,0,no,14,5,6,1,0,3,1,2
5th (52),5:37,5,-4,10,20,13,0,8,0,4,0,0,8,20,6,no,8,3,0,0,2,4,4,1
6th (52),4:30,13,0,5,7,11,0,5,11,3,1,2,11,6,6,no,13,2,0,2,3,5,2,0
7th (50),3:56,1,-4,7,5,22,0,6,13,2,1,1,5,17,3,no,10,4,0,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),2:23,17,-1,8,20,11,0,4,10,4,1,0,10,17,6,no,8,3,0,1,3,3,3,0
2nd (68),2:35,0,-5,3,3,2,55,0,10,2,0,4,4,12,0,no,14,1,10,1,0,1,3,2
3rd (60),3:30,10,-2,5,7,26,0,4,10,3,0,1,8,6,5,no,13,5,0,1,3,5,1,0
4th (55),3:37,11,-1,6,3,0,25,5,6,3,2,3,10,16,7,no,9,0,3,2,3,5,2,0
5th (51),4:50,13,-1,2,7,17,0,7,6,2,0,0,26,8,7,no,11,3,0,1,3,4,3,2
6th (48),3:36,10,-3,8,5,23,0,0,5,2,0,1,18,26,8,no,12,5,0,1,3,2,4,1
7th (48),3:32,0,-6,2,5,27,0,5,15,3,0,3,17,8,3,no,10,7,0,1,1,5,1,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (72),3:47,18,0,2,3,36,1,0,12,3,0,2,10,6,6,no,14,7,1,1,3,1,4,1
2nd (63),3:07,18,0,6,10,6,4,4,15,3,0,3,22,9,6,no,12,1,2,2,3,4,2,1
3rd (59),2:27,9,-3,9,5,9,0,8,22,3,0,1,7,10,3,no,10,2,0,2,2,6,2,1
4th (54),3:27,0,-6,7,20,16,1,4,12,4,0,2,8,16,0,no,8,4,1,2,0,3,3,1
5th (54),2:37,18,0,5,7,10,0,4,10,2,2,2,8,6,9,no,11,2,0,1,4,3,2,2
6th (46),2:55,0,-6,1,3,11,36,1,0,3,1,4,10,8,2,no,9,2,7,0,1,2,1,3
7th (41),3:06,0,-6,6,0,19,18,4,0,1,0,3,4,14,2,no,13,3,4,1,1,4,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),2:37,16,0,12,7,10,0,9,13,2,0,3,5,18,10,no,11,2,0,1,4,6,3,0
2nd (58),3:35,3,-4,1,3,0,48,0,7,2,0,6,3,6,4,no,14,0,9,1,2,3,2,1
3rd (58),2:43,17,0,1,5,15,0,0,20,3,1,1,2,2,8,no,10,4,0,2,4,0,3,1
4th (54),2:07,0,-4,4,7,30,0,3,14,3,0,2,8,0,1,no,13,6,0,2,1,3,2,1
5th (50),2:35,1,-3,10,10,7,25,0,0,3,0,3,6,18,4,no,12,1,6,0,2,2,2,2
6th (47),2:36,5,-2,2,8,30,0,4,0,2,0,1,20,11,7,no,8,7,0,0,3,4,2,0
7th (45),3:37,13,-2,3,3,12,0,3,13,2,1,2,14,3,8,no,9,2,0,2,3,4,3,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),5:44,18,0,6,7,20,0,0,11,2,2,1,7,8,6,no,11,3,0,1,3,4,3,0
2nd (62),3:59,0,-6,2,5,11,50,0,0,2,0,6,15,6,0,no,12,3,10,0,0,2,1,0
3rd (60),2:47,12,0,4,7,22,0,7,8,3,0,2,18,6,6,no,13,5,0,1,3,4,2,0
4th (55),4:26,0,-6,6,20,6,16,5,8,4,0,3,12,19,0,no,8,1,3,2,0,5,1,2
5th (53),3:45,17,0,5,3,0,10,4,14,3,2,2,4,6,6,no,9,0,2,2,3,3,4,1
6th (49),3:12,0,-5,6,5,12,0,9,22,3,1,1,4,8,1,no,10,3,0,2,1,3,2,3
7th (49),3:39,9,-1,4,3,28,2,4,0,3,0,2,6,13,6,no,14,6,2,0,3,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),2:33,3,-4,1,0,0,62,0,0,0,0,7,8,5,5,no,12,0,10,1,2,1,2,2
2nd (55),4:40,17,0,7,3,12,0,2,14,2,3,1,11,8,8,no,9,2,0,2,4,5,2,0
3rd (55),2:31,17,-1,4,7,28,0,0,0,3,2,1,8,12,8,no,13,6,0,0,4,1,2,0
4th (54),4:00,8,-2,3,20,7,0,0,18,4,0,1,6,10,6,no,8,1,0,2,3,2,4,2
5th (46),5:25,0,-5,6,3,13,25,4,0,3,0,4,2,12,1,no,14,2,6,0,1,4,4,1
6th (45),2:28,10,-2,1,5,20,0,3,8,3,1,2,14,2,4,no,10,4,0,1,3,4,1,1
7th (38),3:48,5,-4,5,3,18,0,6,5,1,1,2,10,10,6,yes,4,6,0,1,2,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),3:10,18,0,13,10,11,0,3,9,3,2,1,14,19,6,no,12,2,0,1,3,4,3,0
2nd (61),4:07,0,-6,0,3,9,55,0,0,3,0,5,14,7,0,no,14,3,9,1,0,3,1,1
3rd (59),2:34,17,-1,2,7,16,0,4,14,2,0,0,11,6,10,no,11,3,0,2,4,3,2,2
4th (56),3:53,0,-6,11,20,12,0,14,5,4,0,3,9,14,0,no,8,3,0,1,0,6,4,0
5th (54),2:41,9,0,5,5,13,0,4,18,3,1,0,21,14,6,no,10,3,0,2,3,4,2,0
6th (53),2:04,0,-3,5,3,39,0,9,0,2,1,1,16,20,6,no,9,7,0,0,3,2,3,3
7th (48),2:15,10,-2,10,7,13,0,3,7,3,2,1,8,13,9,no,13,2,0,1,5,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),5:10,16,0,6,7,9,0,0,28,2,0,1,18,6,5,no,11,3,0,4,1,4,2,2
2nd (64),4:19,13,0,7,10,23,0,3,8,3,3,1,14,5,3,no,12,5,0,1,2,2,2,0
3rd (55),2:45,0,-4,8,3,11,25,6,6,3,2,2,4,16,3,no,9,2,4,1,1,1,3,3
4th (54),2:21,0,-5,10,20,14,0,9,6,4,0,2,5,14,0,no,8,3,0,1,0,5,3,2
5th (52),4:29,9,-1,5,7,22,1,3,6,3,1,1,4,12,5,no,13,4,1,1,3,3,2,0
6th (50),4:07,0,-6,0,3,18,26,0,9,3,1,3,10,8,0,no,14,3,6,1,0,2,4,1
7th (39),4:28,14,0,2,5,15,0,0,3,3,2,1,9,3,11,no,10,3,0,0,5,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),2:33,15,-1,9,7,32,0,3,0,3,0,1,2,20,9,no,13,6,0,0,4,1,3,1
2nd (61),5:03,18,0,3,3,5,10,4,18,3,1,1,8,5,6,no,9,1,2,2,4,4,2,1
3rd (59),3:41,17,0,3,5,6,1,0,27,3,0,0,7,16,8,no,10,1,0,4,4,2,3,1
4th (56),3:33,3,-5,3,3,6,31,6,9,3,2,6,14,8,4,no,14,1,7,1,2,2,3,0
5th (41),4:51,0,-6,9,13,17,0,8,0,3,2,4,1,10,0,no,8,5,0,0,0,5,2,1
6th (41),4:32,0,-6,3,5,21,10,0,8,2,2,3,16,1,0,no,12,5,3,1,0,4,1,0
7th (33),5:01,9,-2,1,10,6,0,2,7,3,2,0,18,6,6,yes,4,1,0,1,2,3,5,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),3:33,18,0,4,5,15,0,8,8,3,0,2,21,4,9,no,10,4,0,1,4,5,1,0
2nd (56),4:04,18,0,6,10,7,0,5,10,3,0,0,13,14,8,yes,7,1,0,2,5,5,2,1
3rd (54),3:49,13,-1,3,10,16,0,4,9,3,0,2,10,12,6,yes,4,3,0,1,2,5,4,0
4th (51),2:55,5,-5,6,3,11,25,6,0,3,0,4,12,17,8,no,9,2,4,0,3,3,2,3
5th (49),3:37,0,-6,4,10,28,13,0,0,3,0,3,4,17,0,yes,6,5,4,0,0,2,3,1
6th (46),3:29,0,-6,3,20,3,16,0,10,4,0,2,8,16,2,no,8,1,5,1,1,1,3,2
7th (45),3:49,9,-3,1,3,22,1,5,7,1,1,2,16,4,5,yes,5,5,1,1,3,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (75),2:12,0,-5,1,3,0,76,0,0,2,1,7,0,0,0,no,14,0,12,0,0,2,2,1
2nd (59),3:15,17,0,0,7,21,0,0,14,3,0,1,11,4,11,no,13,4,0,2,5,2,2,0
3rd (58),4:08,10,-2,6,10,21,0,5,8,3,0,4,4,4,4,yes,3,6,0,1,2,5,1,0
4th (51),2:40,11,-3,12,10,14,0,7,0,3,1,1,6,9,7,no,12,2,0,0,3,4,3,2
5th (49),3:12,14,-1,4,7,16,1,0,8,2,1,2,10,2,9,no,11,4,1,1,3,3,3,0
6th (48),3:10,0,-4,5,3,4,10,5,25,3,1,1,2,5,1,no,9,1,2,3,1,3,5,1
7th (40),3:23,8,-3,8,0,9,0,6,12,0,3,0,2,11,7,no,8,2,0,1,3,2,4,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),4:11,13,-1,7,5,8,0,3,31,3,1,2,6,14,6,no,10,3,0,3,3,2,3,0
2nd (63),5:04,8,-1,12,20,6,0,8,10,4,2,2,4,15,5,no,8,1,0,1,2,4,4,0
3rd (54),3:54,0,-5,3,10,10,26,4,6,3,0,4,15,0,0,no,12,2,7,1,0,3,0,2
4th (53),3:03,4,-2,0,3,0,48,0,0,2,2,5,14,1,5,no,14,0,8,1,3,2,2,0
5th (50),3:29,14,0,2,7,19,0,0,8,3,2,1,8,8,11,no,13,3,0,1,5,0,3,1
6th (49),2:10,5,-3,6,10,15,0,9,7,3,0,0,4,12,8,yes,4,3,0,1,2,3,3,3
7th (44),4:07,10,-4,2,3,28,0,0,5,2,1,2,11,12,8,no,9,6,0,1,3,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),2:25,17,0,4,7,19,0,0,16,2,1,1,3,7,8,no,11,4,0,2,3,1,5,0
2nd (61),3:19,8,-4,3,10,8,36,0,0,3,0,4,14,10,5,no,12,1,7,1,2,1,1,2
3rd (49),3:39,2,-4,7,20,10,0,6,8,4,1,0,12,17,1,no,8,2,0,1,1,2,6,1
4th (48),7:04,16,0,2,3,27,0,0,0,3,1,3,13,4,8,no,14,5,0,0,4,5,2,1
5th (43),5:08,0,-4,5,3,10,4,4,21,3,2,1,7,4,1,no,9,2,1,3,1,4,1,3
6th (43),3:44,8,-4,4,5,18,0,8,4,3,0,2,7,7,7,no,10,4,0,0,3,5,2,1
7th (42),3:42,9,-2,6,7,10,2,3,7,3,0,0,6,13,6,no,13,3,2,1,3,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),2:59,3,-3,2,3,13,48,0,0,2,0,7,8,7,5,no,14,3,8,1,2,1,2,1
2nd (60),3:15,10,-1,6,10,17,1,3,14,3,0,2,12,10,8,no,12,3,1,1,3,3,3,1
3rd (57),2:19,18,0,5,7,15,0,0,12,2,0,2,9,10,9,no,11,3,0,2,4,3,3,1
4th (54),4:33,6,-2,2,7,3,26,0,12,3,0,3,14,15,4,no,13,1,6,2,2,1,2,1
5th (52),2:44,5,-3,6,5,18,0,8,13,3,0,3,10,6,6,no,10,5,0,1,2,5,2,0
6th (42),3:00,4,-3,2,8,27,0,4,0,2,0,3,7,11,6,no,8,5,0,0,3,3,4,1
7th (42),2:33,6,-4,2,10,14,10,4,0,3,0,2,5,6,7,yes,2,2,2,0,3,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (72),3:18,18,0,6,0,24,0,3,21,0,0,3,4,13,6,no,11,6,0,2,3,4,3,0
2nd (65),2:46,5,-4,3,3,0,55,3,0,3,2,6,12,6,3,no,14,0,10,0,1,2,1,2
3rd (57),2:23,12,-1,6,3,5,13,11,8,3,0,1,8,6,6,no,9,1,3,1,3,5,1,3
4th (57),2:13,6,-3,5,20,11,0,8,10,4,2,1,16,8,2,no,8,3,0,1,1,3,4,0
5th (51),2:38,6,-1,5,7,18,16,0,0,3,0,3,8,13,7,no,13,4,3,1,3,1,3,0
6th (46),2:34,0,-6,6,2,16,9,4,15,1,0,2,9,8,2,no,12,3,3,2,1,4,2,2
7th (45),2:55,5,-1,6,5,22,0,3,5,3,1,1,9,12,7,no,10,5,0,0,3,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),2:50,6,-3,7,3,19,26,3,8,3,0,4,10,19,4,no,14,3,6,1,2,2,2,2
2nd (58),3:29,13,-1,2,7,29,0,0,8,2,0,1,15,13,7,no,11,5,0,1,3,3,4,0
3rd (55),2:39,6,-3,5,3,5,16,8,15,3,1,1,19,6,2,no,9,1,3,2,1,5,3,1
4th (50),2:14,8,-1,1,10,6,26,0,0,3,2,3,23,6,6,no,12,1,5,1,3,1,2,0
5th (46),4:15,5,-4,7,10,14,0,3,11,3,1,2,7,16,3,yes,3,3,0,2,1,3,4,1
6th (43),2:47,9,-1,5,8,12,10,0,0,2,1,5,6,12,9,no,8,3,3,0,4,3,2,0
7th (37),3:29,10,-4,5,7,19,0,0,0,3,1,1,6,14,11,no,13,5,0,0,4,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),4:50,10,-4,5,5,23,0,3,16,3,0,1,10,8,6,no,10,5,0,1,2,3,1,3
2nd (55),3:48,18,0,5,7,14,0,3,8,2,2,3,10,8,10,no,11,2,0,1,4,4,3,0
3rd (52),3:49,8,-2,3,10,18,0,6,9,3,0,1,18,10,5,no,12,4,0,1,3,2,4,1
4th (50),5:05,8,-4,8,7,27,0,4,0,3,0,2,3,18,7,no,13,5,0,0,3,4,3,0
5th (49),3:11,11,-1,4,3,0,29,3,0,3,2,6,16,7,9,no,9,0,6,0,4,2,1,2
6th (43),5:11,4,-4,6,8,14,0,2,13,2,1,2,8,6,4,no,8,3,0,2,2,6,2,0
7th (40),3:04,0,-4,5,3,15,21,0,0,3,1,6,8,16,6,no,14,4,6,0,3,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),3:14,4,-2,7,3,7,36,4,5,2,0,5,4,12,3,no,14,1,8,1,2,2,2,2
2nd (58),2:40,8,-3,7,20,17,0,9,0,4,0,4,8,10,5,no,8,4,0,0,2,5,3,0
3rd (57),2:41,0,-4,4,3,7,31,9,7,3,1,3,10,4,3,no,9,2,6,1,1,2,1,3
4th (55),2:50,16,0,5,7,12,0,0,15,2,1,2,10,10,10,no,11,2,0,2,4,4,2,1
5th (53),2:44,14,-1,1,10,29,0,0,0,3,0,2,8,10,9,yes,3,7,0,0,4,1,3,0
6th (52),3:08,6,-2,1,7,27,0,5,8,3,0,1,20,6,5,no,13,6,0,1,3,3,2,0
7th (47),4:43,5,-3,9,10,4,10,4,8,3,0,4,8,16,6,no,12,1,3,1,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),4:14,8,-1,6,20,12,0,4,18,4,1,0,8,13,2,no,8,3,0,2,1,2,4,1
2nd (63),2:40,18,0,3,0,31,0,0,11,2,2,1,14,10,6,no,13,6,0,1,3,1,2,1
3rd (60),3:05,5,-2,9,5,12,0,9,22,3,0,2,11,12,5,no,10,3,0,2,2,6,2,0
4th (56),3:34,17,0,4,10,0,25,0,0,3,1,2,8,6,10,no,12,0,4,1,5,1,3,0
5th (55),4:25,0,-5,4,3,10,36,7,0,3,0,4,12,10,0,no,14,2,8,0,0,3,3,2
6th (52),4:05,6,-2,3,7,33,0,0,5,2,0,1,10,10,6,no,11,6,0,1,2,2,3,2
7th (47),4:02,0,-6,6,10,14,10,5,8,3,1,3,8,10,0,yes,2,4,2,1,0,5,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),3:17,15,-1,1,20,8,0,4,17,4,0,0,8,4,4,no,8,2,0,2,2,1,5,2
2nd (58),2:14,8,-2,7,3,6,26,10,0,3,1,4,8,6,4,no,9,1,5,0,2,4,1,3
3rd (54),3:07,14,-1,7,10,12,0,3,9,3,0,1,13,8,7,yes,7,2,0,1,4,5,3,1
4th (51),2:42,11,-1,9,7,13,0,4,8,2,2,1,8,16,8,no,11,2,0,1,3,3,4,1
5th (51),3:13,4,-2,4,10,20,0,0,15,3,1,0,12,8,4,no,12,4,0,2,3,2,2,1
6th (49),4:53,0,-6,10,5,19,0,3,18,3,0,1,4,17,3,no,10,4,0,1,1,4,4,1
7th (44),3:10,3,-4,1,0,11,33,0,0,0,2,7,6,0,2,no,13,4,8,0,1,3,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),2:38,18,0,1,5,28,0,0,15,3,2,3,15,5,6,no,10,7,0,0,3,1,2,0
2nd (62),3:11,9,-1,6,10,34,0,4,0,3,0,1,8,6,3,no,12,6,0,0,2,4,2,1
3rd (52),3:43,0,-2,10,13,13,0,10,8,3,0,1,6,13,3,no,8,2,0,1,2,7,3,0
4th (52),3:30,0,-6,4,7,10,21,3,13,3,0,5,6,8,0,no,13,2,6,1,0,4,2,0
5th (51),4:33,0,-6,4,3,0,40,0,10,3,0,3,5,15,0,no,14,0,9,2,0,2,3,2
6th (51),4:13,14,0,3,3,3,16,3,9,3,2,4,15,0,9,no,9,1,3,1,4,3,1,2
7th (41),3:04,10,0,7,7,12,0,5,0,2,1,2,2,10,12,no,11,3,0,0,4,1,5,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),4:26,9,-1,3,5,0,25,6,16,3,0,2,11,0,3,no,10,0,4,2,2,3,1,3
2nd (59),5:01,0,-6,6,3,13,43,0,0,3,0,4,2,21,0,no,14,2,9,0,0,1,4,2
3rd (56),2:43,15,0,9,7,10,0,7,8,2,1,4,8,13,8,no,11,2,0,1,3,4,5,0
4th (53),4:09,14,0,5,7,15,0,6,6,3,1,2,6,6,6,no,13,4,0,1,3,3,3,0
5th (50),4:11,9,-2,2,10,20,0,0,11,3,1,0,20,6,5,no,12,4,0,2,3,2,3,0
6th (49),4:57,8,-4,6,3,20,2,8,6,2,0,4,5,6,5,no,9,4,2,1,2,5,3,1
7th (48),4:34,1,-5,3,20,20,0,0,9,4,0,0,9,9,4,no,8,4,0,1,2,3,1,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),3:42,15,-1,8,10,0,13,7,5,3,0,1,16,14,6,no,12,0,4,1,3,3,2,2
2nd (57),2:20,3,-3,1,2,14,38,2,0,1,1,6,14,10,4,no,14,3,7,1,2,2,2,0
3rd (52),3:34,0,-6,9,20,17,0,4,8,4,2,2,12,13,0,no,8,4,0,1,0,4,2,1
4th (52),2:17,13,-1,7,7,16,0,6,4,2,1,0,7,8,9,no,11,3,0,1,4,3,4,0
5th (52),3:55,9,-3,3,3,11,18,4,7,3,2,3,11,10,1,no,9,2,4,1,1,3,2,2
6th (51),2:48,8,-2,6,5,23,0,4,7,3,0,1,7,14,7,no,10,4,0,0,3,4,2,2
7th (40),3:07,11,-3,5,7,5,0,0,15,3,1,0,12,10,12,no,13,1,0,2,5,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),2:37,18,0,3,7,32,0,0,8,2,0,4,7,9,8,no,11,7,0,1,3,2,3,0
2nd (62),4:33,0,-5,1,3,15,48,0,0,3,0,4,7,8,0,no,14,3,9,0,0,4,1,1
3rd (50),2:05,8,-3,6,7,25,0,3,4,3,0,0,2,11,5,no,13,5,0,1,2,2,4,1
4th (50),3:04,0,-5,1,10,0,38,6,0,3,1,3,10,5,0,yes,2,0,6,1,0,2,2,3
5th (48),3:14,9,0,4,5,14,0,5,11,3,1,1,15,6,7,no,10,3,0,1,4,4,2,0
6th (44),3:15,1,-2,9,5,16,0,2,13,2,0,1,8,17,7,no,12,3,0,2,4,4,3,0
7th (42),3:14,16,-1,5,8,5,0,3,6,2,4,1,13,6,9,no,8,1,0,1,4,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),3:22,18,0,6,5,8,0,0,32,3,1,0,8,10,5,no,10,2,0,3,3,4,2,0
2nd (53),2:48,6,-4,3,7,26,0,3,12,3,2,0,18,11,4,no,13,5,0,2,2,2,2,0
3rd (52),3:14,0,-6,3,10,14,21,3,7,3,0,5,15,5,0,no,12,3,6,1,0,2,1,2
4th (51),5:08,0,-6,3,3,3,48,0,0,3,0,3,6,8,3,no,14,1,8,1,1,2,3,2
5th (45),3:23,9,0,1,8,24,0,3,0,2,0,2,8,6,9,no,8,6,0,0,4,3,3,0
6th (44),3:19,15,-1,8,0,22,0,0,0,0,2,1,4,18,9,yes,4,4,0,0,4,3,3,2
7th (42),3:06,6,-1,5,3,9,4,5,11,3,1,3,10,11,9,no,9,2,1,1,4,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (72),3:32,0,-3,4,3,7,55,6,0,3,0,4,9,12,0,no,9,1,8,1,0,3,1,3
